FIPS,PER_COUNTY
36001,40.689940745920865
36003,46.783076099258224
36005,0.0
36007,20.032996580075302
36009,62.24345511303126
36011,34.51060933409919
36013,30.779447629848264
36015,29.41331465755059
36017,31.443576400648432
36019,76.51414158869524
36021,19.139855421205247
36023,64.82920932537353
36025,52.854168391482936
36027,18.155487496340715
36029,33.166132011260544
36031,51.77338642086102
36033,61.93120344681758
36035,36.47453215607165
36037,33.88467477686376
36039,62.22119768490042
36041,46.60520610693428
36043,26.578618745197243
36045,28.7803076338797
36047,0
36049,42.73302554616855
36051,42.682865019056926
36053,43.49093170729653
36055,3.1059560470110474
36057,15.34135855929613
36059,0.0
36061,0.0
36063,0.7044627037039459
36065,32.02388165959832
36067,41.831402734654255
36069,55.4597502548592
36071,28.316494807022572
36073,7.130646579150338
36075,46.66856458304955
36077,25.762595853447618
36079,17.283393431773764
36081,0
36083,43.160278861914385
36085,0.0
36087,3.4102273935670095
36089,36.87265233828469
36091,36.8151856557142
36093,46.38559624694242
36095,55.89740211329544
36097,20.904358300045153
36099,35.87065165826993
36101,51.15491927927287
36103,0.0
36105,23.14406785061058
36107,14.884217209395493
36109,38.05577570153799
36111,29.655696347957925
36113,53.29822400680762
36115,43.53967111203244
36117,8.575906337992695
36119,39.955272867484545
36121,42.624592596351214
36123,10.550824330638246
