FIPS,PER_COUNTY
36001,0.0
36003,16.298131426140646
36005,0.0
36007,4.538533506821443
36009,6.215533774089135
36011,4.47125076971064
36013,1.1820364867079964
36015,0.0
36017,2.891516224775624
36019,0.0
36021,0.0
36023,0.0
36025,1.8509738215364449
36027,0.6769187331269183
36029,0.9805308174524956
36031,0.0
36033,3.2358333892728455
36035,3.084373873410677
36037,0.6275773304830815
36039,0.0
36041,0.7894101366936633
36043,0.04428081853697375
36045,0.0
36047,0
36049,0.7272854206301694
36051,0.0
36053,3.6267178083674922
36055,0.43784927150032804
36057,0.0
36059,0.0
36061,0.0
36063,0.0
36065,1.2419573974020832
36067,0.0
36069,0.4348091398795907
36071,0.0
36073,0.0
36075,1.2904449843977184
36077,4.318951434758816
36079,0.0
36081,0
36083,0.0
36085,0.0
36087,0.0
36089,1.2607129700101152
36091,0.0
36093,0.0
36095,2.866233194027603
36097,8.162374658958097
36099,0.0
36101,1.0837934957003081
36103,0.0
36105,1.0484840852905684
36107,2.8874759968368
36109,0.0
36111,1.222085153523373
36113,1.729525051441418
36115,0.0
36117,0.801005130544697
36119,2.011774495728216
36121,1.459920430832021
36123,0.4637311020227042
