FIPS,PER_COUNTY
36001,0.8634053360515398
36003,2.746008561598309
36005,0.0
36007,1.2624357113263367
36009,1.2606034523847895
36011,6.9528057244906885
36013,2.2284478874470106
36015,7.908023601627464
36017,1.1912728622234732
36019,7.377393432250914
36021,0.42890206142155823
36023,0.741278527429817
36025,2.3153567179144843
36027,0.0
36029,5.04754588338486
36031,3.9098687635072773
36033,1.7338228839356724
36035,7.299105434732904
36037,7.46004348001181
36039,2.1087479305153125
36041,0.7004760544451224
36043,2.776228973654369
36045,6.6479919864126895
36047,0
36049,1.3096359034428462
36051,3.411283772604889
36053,0.5138123442944118
36055,1.9744507842272627
36057,3.332254404694696
36059,0.0
36061,0.0
36063,0.31835083948635445
36065,0.884693824869056
36067,4.770904744973715
36069,3.6880235168554614
36071,0.2832166346264205
36073,0.5945414097382746
36075,1.174910642491606
36077,1.468659808450891
36079,0.0
36081,0
36083,1.5172850402493956
36085,0.0
36087,0.27903579121480915
36089,7.287481307456794
36091,4.626685216351293
36093,6.530480345975281
36095,2.103054216533725
36097,1.0803869792172751
36099,4.889507605956992
36101,2.2591435482002424
36103,0.0
36105,0.22324965885912468
36107,2.764607720445566
36109,3.1499486496181306
36111,1.5023010939134704
36113,4.951794171203808
36115,3.6227625163280632
36117,0.7614913218118343
36119,0.591411152565437
36121,3.4562170491441724
36123,0.3091540680151361
