FIPS,PER_COUNTY
36001,16.08450091736111
36003,0.0
36005,8.532610577950049
36007,0.5019132331393775
36009,1.4236989485559168
36011,0.12084918905248214
36013,0.7004044408461425
36015,0.0
36017,2.6080969776494762
36019,7.3955507132532
36021,1.7175554441807284
36023,0.0
36025,0.0
36027,0.4145152625766717
36029,0.17932886681235313
36031,1.2416806600914092
36033,0.0
36035,0.0
36037,0.0
36039,0.0
36041,0.0
36043,0.0
36045,2.383068878174255
36047,0
36049,0.0
36051,2.591401826917286
36053,0.0
36055,1.2035770665703813
36057,0.0
36059,2.817282863250738
36061,0.0
36063,1.2878259691051008
36065,0.15834113742529074
36067,0.10237634133856587
36069,5.027070757233114
36071,3.180191658992157
36073,0.0
36075,0.0
36077,0.0
36079,0.0
36081,0
36083,0.5908073001135236
36085,0.0
36087,0.0
36089,0.019702548107570383
36091,0.0
36093,0.0
36095,0.4416572878187017
36097,6.183972496902232
36099,0.19564336009532327
36101,3.0810404039295713
36103,0.6500031490553274
36105,0.0
36107,0.0
36109,0.5786250894614052
36111,1.4032010346426116
36113,0.0
36115,0.0751441615359137
36117,4.889214003490317
36119,1.6631198698801517
36121,1.9342837073852384
36123,0.0
