FIPS,PER_COUNTY
36001,4.366452774121543
36003,1.532738293172647
36005,0.0
36007,0.6626521205698532
36009,1.5607615112102013
36011,0.0
36013,0.0
36015,3.260822263343119
36017,5.1768168140599
36019,1.5700073086788224
36021,0.09090827193246408
36023,0.6645968267086654
36025,0.050322661847234815
36027,0.0
36029,0.4082406420447986
36031,1.359061811189597
36033,0.07168998422522331
36035,0.0
36037,3.0591158469350432
36039,0.0
36041,0.0
36043,1.0578643684885811
36045,0.9057566974370052
36047,0
36049,2.4261452148040497
36051,0.0
36053,2.036458594261495
36055,0.0
36057,0.54399121173979
36059,0.0
36061,0.0
36063,0.0
36065,0.0
36067,0.0
36069,2.927625733195639
36071,0.0
36073,0.0
36075,0.5293965831869993
36077,4.506104660618948
36079,0.0
36081,0
36083,0.0
36085,0.0
36087,0.0
36089,0.8058735726730769
36091,0.9864272401516135
36093,0.0
36095,5.012853260333505
36097,0.6678875586187645
36099,0.0
36101,0.18965906174046895
36103,0.04783190818285229
36105,0.0
36107,2.18903065138103
36109,1.9005106251864823
36111,0.0
36113,0.8913493036300781
36115,1.345279566109427
36117,0.2670017101815657
36119,0.0
36121,0.0
36123,0.0
