FIPS,PER_COUNTY
36001,2.2513182639278475
36003,1.5006694182636586
36005,0.0
36007,1.5104366180515867
36009,1.2011198571801187
36011,0.1039492283922704
36013,0.06716485579670364
36015,2.902106485268072
36017,0.0
36019,0.0
36021,2.144510307107791
36023,0.0
36025,0.050322661847234815
36027,4.040268226583291
36029,0.0
36031,0.0615146476382601
36033,0.0
36035,0.0
36037,0.0
36039,2.5675775972310872
36041,0.0
36043,0.0
36045,0.8522336045427691
36047,0
36049,0.0
36051,0.7456792857126479
36053,0.12214759230053568
36055,0.0
36057,0.0
36059,0.2012344902321956
36061,0.0
36063,0.5273324596603456
36065,0.10270474690075883
36067,0.0
36069,1.2304809904413962
36071,1.5888454123742735
36073,0.0
36075,0.16645705279007653
36077,1.1286387212603586
36079,0.0
36081,0
36083,1.9057201185470585
36085,0.0
36087,1.0817153647819886
36089,0.39135739513785606
36091,0.7824339521680101
36093,1.5990384735748857
36095,1.60017608752396
36097,0.22797791260262057
36099,0.0
36101,3.5002975878379035
36103,16.159245155525507
36105,8.211223270979254
36107,0.1500088370115752
36109,0.14209255325262818
36111,2.4486791391003995
36113,1.9527161557171426
36115,4.264444708010456
36117,0.10933050888964724
36119,5.625149034973767
36121,0.0
36123,0.19959864507723193
