FIPS,PER_COUNTY
36001,0.09352751801206736
36003,37.220817516497405
36005,0.0
36007,5.948212148757313
36009,21.913042966167374
36011,0.5010353973912635
36013,22.043942020142925
36015,4.541930795932071
36017,12.171806550677623
36019,0.0
36021,1.4648021257217125
36023,29.774207423349125
36025,30.781915403945252
36027,0.0
36029,1.8075387179192375
36031,0.18454394291478032
36033,0.5228770373663282
36035,1.4616451511896573
36037,12.084968411762782
36039,1.9642262016506762
36041,0.0
36043,10.692323906110524
36045,18.64358350620604
36047,0
36049,1.341280422170126
36051,11.432770400405524
36053,35.2936144051396
36055,4.849244460770798
36057,2.034186654963383
36059,0.0
36061,0.0
36063,26.557718456218698
36065,12.57947246563759
36067,3.5178620149916564
36069,4.673187356897759
36071,0.0
36073,0.19818046991275823
36075,12.739332591223775
36077,14.507088449649359
36079,0.0
36081,0
36083,0.0
36085,0.0
36087,0.0
36089,5.372451242268504
36091,2.222469360736817
36093,2.801932322719893
36095,0.0
36097,11.765316125297716
36099,0.0
36101,16.110505969188416
36103,0.0
36105,0.08491096508330385
36107,8.73800009771943
36109,5.9015410813111435
36111,0.0447730723914375
36113,0.0
36115,0.0
36117,0.2670017101815657
36119,0.0
36121,9.405584809938132
36123,11.861059477637285
