FIPS,PER_COUNTY
36001,0.7482201440965389
36003,0.14204802683201165
36005,0.0
36007,0.08276669799476423
36009,0.10919271428910168
36011,0.1039492283922704
36013,0.06507684237666227
36015,0.0
36017,0.0
36019,0.6161720666759168
36021,1.5605191274033725
36023,0.0
36025,0.0
36027,0.0
36029,0.8360364131188505
36031,0.07054489120074778
36033,0.2186836272257085
36035,4.341437586807649
36037,1.042819483453702
36039,0.0
36041,0.0
36043,0.7181711058104692
36045,0.28696119885244464
36047,0
36049,0.0
36051,3.2917503342444134
36053,0.1891917905722921
36055,5.92626834213929
36057,0.0
36059,0.0
36061,0.0
36063,0.9519769356286559
36065,1.4467444324945955
36067,1.7399761239594098
36069,0.09141455182132892
36071,0.0
36073,3.439285142720826
36075,0.0
36077,0.0
36079,0.0
36081,0
36083,0.221469681551885
36085,0.0
36087,0.0
36089,0.019702548107570383
36091,0.43982819093262754
36093,0.0
36095,0.0
36097,0.0
36099,0.0
36101,0.050224244520983
36103,0.0
36105,0.0
36107,0.0
36109,0.43396881709605395
36111,0.7156497613840574
36113,0.0
36115,0.07080418768996985
36117,2.6042346157536036
36119,0.0
36121,0.0
36123,0.0
